open,high,low,close,volume,candel_date_time
13118000.0,13136000.0,13111000.0,13112000.0,65.39567758,2020-10-15 07:00:00
13122000.0,13155000.0,13111000.0,13150000.0,82.19897999,2020-10-15 08:00:00
13150000.0,13150000.0,13098000.0,13098000.0,90.52658787,2020-10-15 09:00:00
13097000.0,13125000.0,13070000.0,13084000.0,95.37819562,2020-10-15 10:00:00
13084000.0,13110000.0,13066000.0,13070000.0,103.44003018,2020-10-15 11:00:00
13068000.0,13085000.0,13056000.0,13066000.0,72.25690532,2020-10-15 12:00:00
13070000.0,13119000.0,13055000.0,13093000.0,102.61842046,2020-10-15 13:00:00
13093000.0,13094000.0,13062000.0,13084000.0,98.72125185,2020-10-15 14:00:00
13084000.0,13119000.0,13069000.0,13106000.0,107.96365055,2020-10-15 15:00:00
13106000.0,13133000.0,13058000.0,13103000.0,344.71295171,2020-10-15 16:00:00
13103000.0,13103000.0,13047000.0,13047000.0,110.11224238,2020-10-15 17:00:00
13053000.0,13068000.0,12993000.0,13021000.0,198.35516629,2020-10-15 18:00:00
13033000.0,13071000.0,13020000.0,13034000.0,126.94876268,2020-10-15 19:00:00
13034000.0,13058000.0,13018000.0,13032000.0,112.88277068,2020-10-15 20:00:00
13039000.0,13109000.0,13000000.0,13092000.0,171.85543853,2020-10-15 21:00:00
13092000.0,13117000.0,13076000.0,13114000.0,93.97662736,2020-10-15 22:00:00
13113000.0,13115000.0,13072000.0,13095000.0,44.92755812,2020-10-15 23:00:00
13095000.0,13129000.0,13087000.0,13128000.0,57.45776032,2020-10-16 00:00:00
13128000.0,13180000.0,13069000.0,13087000.0,90.46539792,2020-10-16 01:00:00
13110000.0,13186000.0,13088000.0,13173000.0,69.80190877,2020-10-16 02:00:00
13172000.0,13199000.0,13164000.0,13184000.0,21.94275096,2020-10-16 03:00:00
13186000.0,13238000.0,13183000.0,13223000.0,61.08532273,2020-10-16 04:00:00
13238000.0,13300000.0,13223000.0,13246000.0,78.88434639,2020-10-16 05:00:00
13244000.0,13246000.0,13150000.0,13214000.0,53.04988197,2020-10-16 06:00:00
13214000.0,13222000.0,13195000.0,13210000.0,43.71916625,2020-10-16 07:00:00
13210000.0,13238000.0,13191000.0,13226000.0,42.81382637,2020-10-16 08:00:00
13230000.0,13235000.0,13182000.0,13234000.0,84.45812987,2020-10-16 09:00:00
13234000.0,13275000.0,13229000.0,13243000.0,91.28760952,2020-10-16 10:00:00
13243000.0,13274000.0,13229000.0,13259000.0,127.51380393,2020-10-16 11:00:00
13259000.0,13262000.0,13206000.0,13226000.0,100.77431091,2020-10-16 12:00:00
13238000.0,13241000.0,12893000.0,12930000.0,1324.61806283,2020-10-16 13:00:00
12930000.0,13048000.0,12929000.0,13019000.0,172.59382121,2020-10-16 14:00:00
13020000.0,13030000.0,12992000.0,13019000.0,100.65147768,2020-10-16 15:00:00
13017000.0,13034000.0,13007000.0,13017000.0,138.42520977,2020-10-16 16:00:00
13017000.0,13041000.0,13010000.0,13014000.0,87.06033834,2020-10-16 17:00:00
13014000.0,13014000.0,12930000.0,12962000.0,165.98260335,2020-10-16 18:00:00
12953000.0,13021000.0,12953000.0,13000000.0,92.80529441,2020-10-16 19:00:00
13000000.0,13097000.0,12994000.0,13070000.0,104.93989201,2020-10-16 20:00:00
13074000.0,13100000.0,13044000.0,13076000.0,93.16662297,2020-10-16 21:00:00
13076000.0,13099000.0,13025000.0,13052000.0,77.51474069,2020-10-16 22:00:00
13053000.0,13070000.0,13003000.0,13032000.0,60.02841974,2020-10-16 23:00:00
13026000.0,13028000.0,12970000.0,13020000.0,36.60454673,2020-10-17 00:00:00
13020000.0,13050000.0,13005000.0,13050000.0,64.05047509,2020-10-17 01:00:00
13049000.0,13050000.0,13006000.0,13021000.0,20.92467699,2020-10-17 02:00:00
13020000.0,13050000.0,13008000.0,13048000.0,15.31332288,2020-10-17 03:00:00
13048000.0,13054000.0,13011000.0,13024000.0,41.47573004,2020-10-17 04:00:00
13024000.0,13032000.0,12988000.0,13017000.0,56.42674805,2020-10-17 05:00:00
13001000.0,13062000.0,13001000.0,13058000.0,12.09573753,2020-10-17 06:00:00
13058000.0,13075000.0,13038000.0,13070000.0,28.42306663,2020-10-17 07:00:00
13070000.0,13070000.0,13031000.0,13054000.0,33.53928243,2020-10-17 08:00:00
13054000.0,13054000.0,12989000.0,13028000.0,49.95442282,2020-10-17 09:00:00
13028000.0,13054000.0,13028000.0,13046000.0,39.10318867,2020-10-17 10:00:00
13054000.0,13071000.0,13041000.0,13058000.0,69.79396982,2020-10-17 11:00:00
13058000.0,13085000.0,13029000.0,13072000.0,73.93157522,2020-10-17 12:00:00
13082000.0,13091000.0,13052000.0,13068000.0,70.65560303,2020-10-17 13:00:00
13067000.0,13071000.0,13042000.0,13042000.0,66.29951163,2020-10-17 14:00:00
13053000.0,13075000.0,13028000.0,13042000.0,110.35364831,2020-10-17 15:00:00
13042000.0,13054000.0,13025000.0,13040000.0,50.57919963,2020-10-17 16:00:00
13040000.0,13050000.0,13000000.0,13004000.0,70.5123844,2020-10-17 17:00:00
13012000.0,13042000.0,13002000.0,13036000.0,30.80000149,2020-10-17 18:00:00
13036000.0,13050000.0,13026000.0,13043000.0,27.00720085,2020-10-17 19:00:00
13045000.0,13059000.0,13030000.0,13044000.0,29.44168528,2020-10-17 20:00:00
13046000.0,13050000.0,13029000.0,13040000.0,36.89816746,2020-10-17 21:00:00
13038000.0,13050000.0,13020000.0,13037000.0,39.00623422,2020-10-17 22:00:00
13037000.0,13065000.0,12970000.0,13057000.0,90.13741653,2020-10-17 23:00:00
13060000.0,13097000.0,13028000.0,13041000.0,62.7747315,2020-10-18 00:00:00
13041000.0,13047000.0,13015000.0,13036000.0,15.72763153,2020-10-18 01:00:00
13036000.0,13064000.0,13013000.0,13064000.0,28.96552656,2020-10-18 02:00:00
13064000.0,13064000.0,13037000.0,13037000.0,30.49850189,2020-10-18 03:00:00
13037000.0,13061000.0,13034000.0,13057000.0,5.79842195,2020-10-18 04:00:00
13053000.0,13069000.0,13033000.0,13052000.0,8.05911582,2020-10-18 05:00:00
13066000.0,13072000.0,13048000.0,13069000.0,8.31314863,2020-10-18 06:00:00
13069000.0,13070000.0,13042000.0,13062000.0,13.10778354,2020-10-18 07:00:00
13062000.0,13080000.0,13050000.0,13078000.0,18.56589766,2020-10-18 08:00:00
13078000.0,13083000.0,13050000.0,13068000.0,39.84993604,2020-10-18 09:00:00
13075000.0,13099000.0,13067000.0,13076000.0,37.40361117,2020-10-18 10:00:00
13076000.0,13095000.0,13070000.0,13071000.0,19.39491531,2020-10-18 11:00:00
13071000.0,13084000.0,13059000.0,13061000.0,45.98347082,2020-10-18 12:00:00
13061000.0,13070000.0,13060000.0,13069000.0,26.38209281,2020-10-18 13:00:00
13069000.0,13082000.0,13060000.0,13082000.0,32.54461231,2020-10-18 14:00:00
13082000.0,13140000.0,13067000.0,13139000.0,148.79453243,2020-10-18 15:00:00
13137000.0,13140000.0,13120000.0,13135000.0,59.51896409,2020-10-18 16:00:00
13137000.0,13153000.0,13112000.0,13125000.0,69.21100038,2020-10-18 17:00:00
13125000.0,13140000.0,13110000.0,13110000.0,40.43330591,2020-10-18 18:00:00
13110000.0,13136000.0,13095000.0,13104000.0,39.40982159,2020-10-18 19:00:00
13104000.0,13120000.0,13099000.0,13119000.0,37.33609759,2020-10-18 20:00:00
13119000.0,13139000.0,13106000.0,13113000.0,61.49614065,2020-10-18 21:00:00
13118000.0,13147000.0,13113000.0,13146000.0,40.77955972,2020-10-18 22:00:00
13131000.0,13189000.0,13129000.0,13140000.0,74.8160294,2020-10-18 23:00:00
13130000.0,13161000.0,13130000.0,13161000.0,24.33675346,2020-10-19 00:00:00
13161000.0,13208000.0,13150000.0,13181000.0,70.31011173,2020-10-19 01:00:00
13194000.0,13196000.0,13170000.0,13190000.0,28.85339019,2020-10-19 02:00:00
13184000.0,13197000.0,13168000.0,13168000.0,25.56236446,2020-10-19 03:00:00
13168000.0,13188000.0,13166000.0,13166000.0,15.63284906,2020-10-19 04:00:00
13166000.0,13170000.0,13140000.0,13150000.0,34.23456283,2020-10-19 05:00:00
13162000.0,13180000.0,13146000.0,13146000.0,22.10382831,2020-10-19 06:00:00
13169000.0,13180000.0,13150000.0,13168000.0,34.82222649,2020-10-19 07:00:00
13169000.0,13207000.0,13156000.0,13207000.0,59.86223389,2020-10-19 08:00:00
13207000.0,13230000.0,13161000.0,13166000.0,102.52026993,2020-10-19 09:00:00
13171000.0,13188000.0,13153000.0,13160000.0,59.72439158,2020-10-19 10:00:00
13160000.0,13165000.0,13131000.0,13149000.0,62.25156141,2020-10-19 11:00:00
13149000.0,13150000.0,13110000.0,13110000.0,84.61010438,2020-10-19 12:00:00
13110000.0,13250000.0,13100000.0,13126000.0,146.39126336,2020-10-19 13:00:00
13126000.0,13135000.0,13095000.0,13106000.0,88.82530715,2020-10-19 14:00:00
13109000.0,13148000.0,13105000.0,13145000.0,55.34177905,2020-10-19 15:00:00
13141000.0,13164000.0,13128000.0,13160000.0,127.02721016,2020-10-19 16:00:00
13160000.0,13169000.0,13130000.0,13133000.0,90.84290284,2020-10-19 17:00:00
13144000.0,13175000.0,13133000.0,13155000.0,110.27873776,2020-10-19 18:00:00
13155000.0,13178000.0,13120000.0,13158000.0,71.06996001,2020-10-19 19:00:00
13158000.0,13180000.0,13143000.0,13162000.0,101.2253525,2020-10-19 20:00:00
13162000.0,13199000.0,13146000.0,13178000.0,53.38935165,2020-10-19 21:00:00
13178000.0,13330000.0,13176000.0,13290000.0,413.58045721,2020-10-19 22:00:00
13291000.0,13333000.0,13277000.0,13300000.0,131.05716126,2020-10-19 23:00:00
13300000.0,13480000.0,13281000.0,13469000.0,267.09596809,2020-10-20 00:00:00
13468000.0,13480000.0,13399000.0,13424000.0,112.72262141,2020-10-20 01:00:00
13424000.0,13424000.0,13378000.0,13399000.0,30.31961294,2020-10-20 02:00:00
13399000.0,13405000.0,13331000.0,13340000.0,46.20094454,2020-10-20 03:00:00
13340000.0,13363000.0,13318000.0,13350000.0,26.10595512,2020-10-20 04:00:00
13350000.0,13388000.0,13334000.0,13388000.0,13.06273588,2020-10-20 05:00:00
13388000.0,13422000.0,13371000.0,13420000.0,47.07199425,2020-10-20 06:00:00
13420000.0,13437000.0,13393000.0,13405000.0,59.31633732,2020-10-20 07:00:00
13416000.0,13416000.0,13380000.0,13415000.0,64.3587318,2020-10-20 08:00:00
13420000.0,13427000.0,13376000.0,13397000.0,105.95798768,2020-10-20 09:00:00
13393000.0,13400000.0,13347000.0,13355000.0,73.68758015,2020-10-20 10:00:00
13353000.0,13382000.0,13339000.0,13370000.0,123.62749782,2020-10-20 11:00:00
13369000.0,13400000.0,13352000.0,13386000.0,77.99068412,2020-10-20 12:00:00
13386000.0,13399000.0,13357000.0,13379000.0,72.92467713,2020-10-20 13:00:00
13379000.0,13400000.0,13363000.0,13390000.0,88.95860988,2020-10-20 14:00:00
13394000.0,13455000.0,13388000.0,13445000.0,170.47427696,2020-10-20 15:00:00
13442000.0,13498000.0,13380000.0,13412000.0,173.64685142,2020-10-20 16:00:00
13412000.0,13447000.0,13374000.0,13433000.0,164.22089053,2020-10-20 17:00:00
13431000.0,13484000.0,13411000.0,13481000.0,122.47383464,2020-10-20 18:00:00
13481000.0,13507000.0,13450000.0,13500000.0,174.32275796,2020-10-20 19:00:00
13500000.0,13579000.0,13418000.0,13464000.0,448.78894245,2020-10-20 20:00:00
13465000.0,13579000.0,13462000.0,13570000.0,185.88032618,2020-10-20 21:00:00
13570000.0,13657000.0,13537000.0,13637000.0,263.51094734,2020-10-20 22:00:00
13646000.0,13662000.0,13578000.0,13650000.0,230.44987554,2020-10-20 23:00:00
13646000.0,13695000.0,13593000.0,13642000.0,207.36833689,2020-10-21 00:00:00
13642000.0,13695000.0,13616000.0,13693000.0,106.45296561,2020-10-21 01:00:00
13693000.0,13746000.0,13648000.0,13692000.0,186.94628692,2020-10-21 02:00:00
13692000.0,13692000.0,13641000.0,13684000.0,36.97329887,2020-10-21 03:00:00
13684000.0,13700000.0,13620000.0,13648000.0,28.12345942,2020-10-21 04:00:00
13648000.0,13648000.0,13580000.0,13610000.0,54.81957163,2020-10-21 05:00:00
13610000.0,13663000.0,13595000.0,13643000.0,42.9696925,2020-10-21 06:00:00
13642000.0,13685000.0,13641000.0,13669000.0,61.76709858,2020-10-21 07:00:00
13669000.0,13675000.0,13616000.0,13646000.0,94.06926835,2020-10-21 08:00:00
13645000.0,13700000.0,13615000.0,13699000.0,174.3849587,2020-10-21 09:00:00
13699000.0,13737000.0,13665000.0,13686000.0,158.17542984,2020-10-21 10:00:00
13688000.0,13820000.0,13678000.0,13817000.0,234.90654879,2020-10-21 11:00:00
13817000.0,13900000.0,13817000.0,13846000.0,354.45740764,2020-10-21 12:00:00
13850000.0,13950000.0,13838000.0,13908000.0,273.24908016,2020-10-21 13:00:00
13905000.0,13930000.0,13866000.0,13899000.0,122.01315723,2020-10-21 14:00:00
13899000.0,13950000.0,13869000.0,13891000.0,200.84844559,2020-10-21 15:00:00
13892000.0,13909000.0,13760000.0,13826000.0,328.66241107,2020-10-21 16:00:00
13829000.0,13840000.0,13753000.0,13758000.0,261.6015228,2020-10-21 17:00:00
13767000.0,13827000.0,13749000.0,13827000.0,138.5982175,2020-10-21 18:00:00
13823000.0,13890000.0,13823000.0,13857000.0,109.65695292,2020-10-21 19:00:00
13857000.0,13990000.0,13835000.0,13956000.0,272.55033879,2020-10-21 20:00:00
13956000.0,14063000.0,13920000.0,14043000.0,374.59470036,2020-10-21 21:00:00
14043000.0,14085000.0,13971000.0,14077000.0,290.25655985,2020-10-21 22:00:00
14077000.0,14390000.0,14050000.0,14358000.0,968.8111711,2020-10-21 23:00:00
14359000.0,14386000.0,14265000.0,14372000.0,301.10300269,2020-10-22 00:00:00
14367000.0,14500000.0,14356000.0,14449000.0,362.77826323,2020-10-22 01:00:00
14449000.0,14479000.0,14347000.0,14372000.0,87.78727963,2020-10-22 02:00:00
14378000.0,14400000.0,14327000.0,14355000.0,39.11298515,2020-10-22 03:00:00
14355000.0,14386000.0,14267000.0,14312000.0,45.90834705,2020-10-22 04:00:00
14312000.0,14445000.0,14286000.0,14429000.0,53.1429955,2020-10-22 05:00:00
14429000.0,14520000.0,14323000.0,14482000.0,243.2429698,2020-10-22 06:00:00
14482000.0,14800000.0,14430000.0,14784000.0,477.26083432,2020-10-22 07:00:00
14784000.0,14812000.0,14407000.0,14423000.0,530.42865883,2020-10-22 08:00:00
14420000.0,14582000.0,14400000.0,14582000.0,337.72165539,2020-10-22 09:00:00
14581000.0,14597000.0,14488000.0,14545000.0,235.8705936,2020-10-22 10:00:00
14545000.0,14579000.0,14397000.0,14466000.0,350.04456277,2020-10-22 11:00:00
14466000.0,14486000.0,14378000.0,14378000.0,239.52886475,2020-10-22 12:00:00
14378000.0,14435000.0,14320000.0,14382000.0,336.6096952,2020-10-22 13:00:00
14382000.0,14420000.0,14325000.0,14377000.0,178.18384738,2020-10-22 14:00:00
14379000.0,14449000.0,14377000.0,14444000.0,160.42478287,2020-10-22 15:00:00
14444000.0,14447000.0,14352000.0,14368000.0,125.75932264,2020-10-22 16:00:00
14368000.0,14471000.0,14349000.0,14460000.0,174.31940329,2020-10-22 17:00:00
14460000.0,14557000.0,14372000.0,14533000.0,179.44080286,2020-10-22 18:00:00
14531000.0,14621000.0,14516000.0,14598000.0,228.82438663,2020-10-22 19:00:00
14598000.0,14670000.0,14542000.0,14568000.0,224.47355107,2020-10-22 20:00:00
14563000.0,14568000.0,14415000.0,14459000.0,182.61247729,2020-10-22 21:00:00
14459000.0,14582000.0,14448000.0,14525000.0,165.00416415,2020-10-22 22:00:00
14525000.0,14551000.0,14481000.0,14526000.0,134.57763621,2020-10-22 23:00:00
14526000.0,14566000.0,14491000.0,14552000.0,133.89450298,2020-10-23 00:00:00
14552000.0,14672000.0,14544000.0,14663000.0,150.70647798,2020-10-23 01:00:00
14663000.0,14690000.0,14558000.0,14627000.0,104.57516801,2020-10-23 02:00:00
14628000.0,14644000.0,14606000.0,14630000.0,20.69705845,2020-10-23 03:00:00
14630000.0,14730000.0,14615000.0,14682000.0,61.53611731,2020-10-23 04:00:00
14682000.0,14769000.0,14679000.0,14719000.0,61.18820633,2020-10-23 05:00:00
14719000.0,14744000.0,14600000.0,14737000.0,100.45839221,2020-10-23 06:00:00
14737000.0,14762000.0,14636000.0,14637000.0,113.72068077,2020-10-23 07:00:00
14638000.0,14679000.0,14480000.0,14558000.0,262.57435712,2020-10-23 08:00:00
14558000.0,14578000.0,14340000.0,14418000.0,495.40544882,2020-10-23 09:00:00
14424000.0,14476000.0,14389000.0,14462000.0,179.61132852,2020-10-23 10:00:00
14462000.0,14616000.0,14462000.0,14613000.0,177.13690729,2020-10-23 11:00:00
14613000.0,14619000.0,14572000.0,14577000.0,126.23421002,2020-10-23 12:00:00
14583000.0,14600000.0,14529000.0,14533000.0,110.37667515,2020-10-23 13:00:00
14535000.0,14623000.0,14530000.0,14619000.0,174.64118989,2020-10-23 14:00:00
14619000.0,14619000.0,14493000.0,14520000.0,191.01015694,2020-10-23 15:00:00
14520000.0,14532000.0,14445000.0,14463000.0,202.72878434,2020-10-23 16:00:00
14463000.0,14545000.0,14454000.0,14499000.0,133.05264533,2020-10-23 17:00:00
14506000.0,14546000.0,14479000.0,14531000.0,104.25021044,2020-10-23 18:00:00
14534000.0,14609000.0,14509000.0,14600000.0,92.342205,2020-10-23 19:00:00
14600000.0,14607000.0,14575000.0,14578000.0,72.89722685,2020-10-23 20:00:00
14578000.0,14583000.0,14530000.0,14564000.0,117.00873328,2020-10-23 21:00:00
14565000.0,14609000.0,14564000.0,14570000.0,113.47733624,2020-10-23 22:00:00
14570000.0,14594000.0,14541000.0,14562000.0,95.36552236,2020-10-23 23:00:00
14557000.0,14612000.0,14542000.0,14578000.0,85.18887417,2020-10-24 00:00:00
14578000.0,14595000.0,14429000.0,14467000.0,175.0151313,2020-10-24 01:00:00
14477000.0,14509000.0,14439000.0,14468000.0,60.80381335,2020-10-24 02:00:00
14468000.0,14540000.0,14468000.0,14513000.0,26.51846994,2020-10-24 03:00:00
14538000.0,14578000.0,14507000.0,14578000.0,25.4928873,2020-10-24 04:00:00
14578000.0,14595000.0,14552000.0,14579000.0,26.22700174,2020-10-24 05:00:00
14591000.0,14592000.0,14550000.0,14574000.0,11.79926543,2020-10-24 06:00:00
14573000.0,14590000.0,14562000.0,14588000.0,40.20001803,2020-10-24 07:00:00
14588000.0,14609000.0,14562000.0,14584000.0,88.68144481,2020-10-24 08:00:00
14579000.0,14580000.0,14514000.0,14560000.0,65.7013004,2020-10-24 09:00:00
14560000.0,14603000.0,14542000.0,14592000.0,63.90325994,2020-10-24 10:00:00
14592000.0,14601000.0,14572000.0,14600000.0,90.15433398,2020-10-24 11:00:00
14600000.0,14647000.0,14584000.0,14614000.0,116.49502033,2020-10-24 12:00:00
14614000.0,14638000.0,14586000.0,14602000.0,48.32024228,2020-10-24 13:00:00
14612000.0,14613000.0,14566000.0,14580000.0,36.1181372,2020-10-24 14:00:00
14584000.0,14610000.0,14576000.0,14579000.0,46.36249664,2020-10-24 15:00:00
14588000.0,14591000.0,14565000.0,14567000.0,76.64123259,2020-10-24 16:00:00
14572000.0,14586000.0,14556000.0,14580000.0,51.30871283,2020-10-24 17:00:00
14584000.0,14598000.0,14563000.0,14585000.0,50.77550977,2020-10-24 18:00:00
14585000.0,14628000.0,14570000.0,14616000.0,59.63534981,2020-10-24 19:00:00
14620000.0,14628000.0,14611000.0,14617000.0,58.13736195,2020-10-24 20:00:00
14620000.0,14623000.0,14603000.0,14607000.0,54.0640749,2020-10-24 21:00:00
14607000.0,14635000.0,14596000.0,14607000.0,91.37778339,2020-10-24 22:00:00
14632000.0,14748000.0,14598000.0,14698000.0,275.78341846,2020-10-24 23:00:00
14698000.0,14798000.0,14698000.0,14737000.0,236.64534346,2020-10-25 00:00:00
14751000.0,14751000.0,14660000.0,14701000.0,70.21848717,2020-10-25 01:00:00
14701000.0,14800000.0,14700000.0,14780000.0,170.33464985,2020-10-25 02:00:00
14779000.0,14779000.0,14716000.0,14756000.0,25.84197943,2020-10-25 03:00:00
14760000.0,14770000.0,14720000.0,14749000.0,15.32301888,2020-10-25 04:00:00
14749000.0,14769000.0,14737000.0,14769000.0,23.82618303,2020-10-25 05:00:00
14757000.0,14780000.0,14701000.0,14732000.0,43.60743679,2020-10-25 06:00:00
14732000.0,14757000.0,14708000.0,14744000.0,32.2856274,2020-10-25 07:00:00
14744000.0,14777000.0,14740000.0,14760000.0,65.5181484,2020-10-25 08:00:00
14760000.0,14799000.0,14750000.0,14787000.0,92.13343038,2020-10-25 09:00:00
